State,County,Index,Density,Population,Female Share,Caucasian Share,Less Than High School,Below Poverty Percent,UnEmployement,Pop Per SqMile,Homocides,Firearms Homocides,Strictness
Georgia,Monroe County|Georgia,8,0.197699,27005,49.7,25.599999999999994,20.5,12.9,8.1999999999999993,66.8,1,0,Loose
Georgia,Montgomery County|Georgia,8,0.012934,8973,48.7,27.900000000000006,17.700000000000003,24.5,10,38.1,0,0,Loose
Georgia,Morgan County|Georgia,8,0.246306,17752,51.5,25.799999999999997,18.299999999999997,15.4,8.1999999999999993,51.4,1,1,Loose
Georgia,Murray County|Georgia,8,0.298728,39298,50.6,4.2000000000000028,30.700000000000003,22.4,12.300000000000001,115,0,0,Loose
Georgia,Muscogee County|Georgia,8,0.970224,203952,50.9,51.799999999999997,14.599999999999994,19.6,9.4000000000000004,877.5,15,14,Loose
Georgia,Newton County|Georgia,8,0.687559,102201,52.4,45.899999999999999,15.5,15.2,10.5,367.3,2,2,Loose
Georgia,Oconee County|Georgia,8,0.49683,34050,51.3,10.599999999999994,8.7000000000000028,9.3,5.5999999999999996,178,0,0,Loose
Georgia,Oglethorpe County|Georgia,8,0.00745,14512,50.3,20.5,21,16.4,6.7999999999999998,33.9,2,2,Loose
Georgia,Paulding County|Georgia,8,0.799472,147181,51.1,21.299999999999997,11.5,11.4,8.5999999999999996,455.8,1,0,Loose
Georgia,Peach County|Georgia,8,0.617765,26905,51.6,48.299999999999997,17.299999999999997,24.6,11.1,184.3,1,1,Loose
Georgia,Pickens County|Georgia,8,0.268968,29509,51,3.7999999999999972,19.200000000000003,11.9,8.5,126.8,1,0,Loose
Georgia,Pierce County|Georgia,8,0.206472,18948,50.6,12,22.400000000000006,20.5,9.1999999999999993,59.3,0,0,Loose
Georgia,Pike County|Georgia,8,0.010353,17796,50.5,12.900000000000006,14.900000000000006,11.2,9.4000000000000004,82.7,2,2,Loose
Georgia,Polk County|Georgia,8,0.485787,41177,50.7,16.299999999999997,27.299999999999997,23.4,9,133.6,6,4,Loose
Georgia,Pulaski County|Georgia,8,0.332973,11531,57,34.099999999999994,22.5,15.7,9.5,48.2,1,1,Loose
Georgia,Putnam County|Georgia,8,0.190546,21310,51.6,29.400000000000006,15.5,14,10.699999999999999,61.6,0,0,Loose
Georgia,Quitman County|Georgia,8,0.269001,2366,52.6,48.600000000000001,27.700000000000003,26.4,11.199999999999999,16.6,0,0,Loose
Georgia,Rabun County|Georgia,8,0.207176,16247,50.7,4.7999999999999972,14.799999999999997,21.5,12.199999999999999,44,1,0,Loose
Georgia,Randolph County|Georgia,8,0.493717,7185,53.6,62.100000000000001,27.700000000000003,25.4,12.699999999999999,18,0,0,Loose
Georgia,Richmond County|Georgia,8,0.907838,201276,51.5,60.200000000000003,16.299999999999997,25.1,10.300000000000001,618.4,34,25,Loose
Georgia,Rockdale County|Georgia,8,0.850672,86815,52.6,54.100000000000001,13.799999999999997,14.7,10.4,656.5,10,5,Loose
Georgia,Schley County|Georgia,8,0,5072,52,24,27,22.3,11.800000000000001,30,0,0,Loose
Georgia,Screven County|Georgia,8,0.210786,14216,51,44.299999999999997,21.099999999999994,27,11.4,22.6,0,0,Loose
Georgia,Seminole County|Georgia,8,0.314469,8903,52,35.400000000000006,18.799999999999997,26,9.3000000000000007,37.1,0,0,Loose
Georgia,Spalding County|Georgia,8,0.583803,63741,51.5,36.5,23.400000000000006,21.5,11.6,326.1,7,5,Loose
Georgia,Stephens County|Georgia,8,0.414365,25595,52,14.400000000000006,19.599999999999994,19.8,9.1999999999999993,146.1,0,0,Loose
Georgia,Stewart County|Georgia,8,0,5484,39.1,54.100000000000001,36.899999999999999,30.7,11.4,13.2,0,0,Loose
Georgia,Sumter County|Georgia,8,0.582163,31357,52.5,55.700000000000003,23.799999999999997,32.3,12.800000000000001,68,0,0,Loose
Georgia,Talbot County|Georgia,8,0.06118,6449,52,59.299999999999997,23.299999999999997,21.8,9,17.5,0,0,Loose
Georgia,Taliaferro County|Georgia,8,0,1693,50.4,61.200000000000003,31.700000000000003,30,11.1,8.8,0,0,Loose
Georgia,Tattnall County|Georgia,8,0.317633,25477,41.7,32,24.900000000000006,27.4,9.9000000000000004,53.2,0,0,Loose
Georgia,Taylor County|Georgia,8,0,8441,52.3,39.899999999999999,23.599999999999994,28.2,12.4,23.6,0,0,Loose
Georgia,Telfair County|Georgia,8,0.530121,16705,41.1,38.399999999999999,26.099999999999994,30.5,15.4,37.7,0,0,Loose
Georgia,Terrell County|Georgia,8,0.479442,9214,52.2,62.5,34.400000000000006,31.6,9.9000000000000004,27.8,0,0,Loose
Georgia,Thomas County|Georgia,8,0.539781,44848,52.6,39.5,18.200000000000003,26.5,8,82.1,5,4,Loose
Georgia,Tift County|Georgia,8,0.592178,40280,51.9,33.700000000000003,22.5,27.9,10.199999999999999,154.9,2,2,Loose
Georgia,Toombs County|Georgia,8,0.489439,27302,52.5,28.900000000000006,20.799999999999997,26.9,10.5,74.8,1,1,Loose
Georgia,Towns County|Georgia,8,0,10752,52,2.5999999999999943,13.200000000000003,16.3,8.1999999999999993,62.9,0,0,Loose
Georgia,Treutlen County|Georgia,8,0.411329,6665,49.6,34.299999999999997,25.599999999999994,25.8,14.199999999999999,34.5,1,0,Loose
Georgia,Troup County|Georgia,8,0.557007,69007,51.8,38.600000000000001,18.200000000000003,23.6,10.199999999999999,161.9,2,2,Loose
Georgia,Turner County|Georgia,8,0.502688,8143,50.7,41.899999999999999,27.900000000000006,22,9.4000000000000004,31.3,0,0,Loose
Georgia,Twiggs County|Georgia,8,0,8462,51.3,43.5,29.700000000000003,28.7,12.800000000000001,25.2,0,0,Loose
Georgia,Union County|Georgia,8,0,21607,51.5,3,15.299999999999997,17.7,7.5999999999999996,66.3,0,0,Loose
Georgia,Upson County|Georgia,8,0.530917,26522,52.4,30.299999999999997,22.400000000000006,20.5,11,84,0,0,Loose
Georgia,Walker County|Georgia,8,0.561464,68317,50.8,6.7000000000000028,20.900000000000006,16.7,7.7999999999999998,154,2,1,Loose
Georgia,Walton County|Georgia,8,0.573417,85987,51.4,19.900000000000006,16.900000000000006,13.8,8.8000000000000007,257.2,141,108,Loose
Georgia,Ware County|Georgia,8,0.705579,35704,50.3,32.599999999999994,19.599999999999994,24.3,11.300000000000001,40.7,2,1,Loose
Georgia,Warren County|Georgia,8,0,5554,53,61.899999999999999,26.799999999999997,31.6,15.5,20.5,0,0,Loose
Georgia,Washington County|Georgia,8,0.343985,20679,49.5,54.399999999999999,23.799999999999997,25,11.300000000000001,31.2,0,0,Loose
Georgia,Wayne County|Georgia,8,0.420612,30058,48,23.599999999999994,18.700000000000003,22.7,11.6,46.9,0,0,Loose
Georgia,Webster County|Georgia,8,0,2707,49.6,43.799999999999997,22.5,22.5,8.1999999999999993,13.4,0,0,Loose
Georgia,Wheeler County|Georgia,8,0,7939,34.8,39.600000000000001,25.200000000000003,31.3,10.300000000000001,25.1,0,0,Loose
Georgia,White County|Georgia,8,0.162062,27781,51,4.9000000000000057,14.799999999999997,20.1,9,112.8,0,0,Loose
Georgia,Whitfield County|Georgia,8,0.709227,103087,50.1,9,30.900000000000006,20.5,11.300000000000001,353.2,4,3,Loose
Georgia,Wilcox County|Georgia,8,0,8996,40.8,37.799999999999997,24.099999999999994,27.8,12.5,24.5,0,0,Loose
Georgia,Wilkes County|Georgia,8,0.326348,9944,52.1,45,23.799999999999997,27.3,10.9,22.6,0,0,Loose
Georgia,Wilkinson County|Georgia,8,0,9436,51.8,40.399999999999999,20.299999999999997,21.3,9.6999999999999993,21.4,0,0,Loose
Georgia,Worth County|Georgia,8,0.308363,21064,52.1,30.900000000000006,28.599999999999994,20.2,8.9000000000000004,38,1,1,Loose
Hawaii,Hawaii County|Hawaii,50,0.620092,191409,49.9,65.599999999999994,9,18.3,8.5999999999999996,45.9,3,0,Moderate
Hawaii,Honolulu County|Hawaii,50,0.991371,987019,49.3,77,9.7000000000000028,9.8,5.2999999999999998,"1,586.7",20,5,Moderate
Hawaii,Kauai County|Hawaii,50,0.871399,69679,49.8,66.299999999999997,9.9000000000000057,11.2,7.5999999999999996,108.2,2,2,Moderate
Hawaii,Maui County|Hawaii,50,0.854321,160791,49.6,64.099999999999994,9.7999999999999972,10.6,6.5,133.3,1,0,Moderate
Idaho,Ada County|Idaho,2,0.945278,416556,50,7.5,6.4000000000000057,13.1,6.4000000000000004,372.8,7,5,Loose
Idaho,Adams County|Idaho,2,0,3831,48.9,3.4000000000000057,7.2000000000000028,16.6,14.199999999999999,2.9,0,0,Loose
Idaho,Bannock County|Idaho,2,0.842707,83322,50.2,8.0999999999999943,8.2000000000000028,15.5,7.0999999999999996,74.5,1,1,Loose
Idaho,Bear Lake County|Idaho,2,0,5937,50.3,2.7000000000000028,9.2999999999999972,12.9,4.7999999999999998,6.1,0,0,Loose
Idaho,Benewah County|Idaho,2,0.280883,9049,49.1,13.299999999999997,12.599999999999994,14.7,12.199999999999999,12,0,0,Loose
Idaho,Bingham County|Idaho,2,0.439691,45408,49.7,10.5,15.400000000000006,15.2,6.2000000000000002,21.8,0,0,Loose
Idaho,Blaine County|Idaho,2,0.672343,21322,49.1,4.2999999999999972,9.4000000000000057,8.3,6.5999999999999996,8.1,0,0,Loose
Idaho,Boise County|Idaho,2,0,6744,48.7,4.5999999999999943,10.799999999999997,17,9,3.7,0,0,Loose
Idaho,Bonner County|Idaho,2,0.275534,40703,50,4.0999999999999943,9.2999999999999972,15.2,10.1,23.6,1,1,Loose
Idaho,Bonneville County|Idaho,2,0.870484,107550,50.3,5,9.5,11.4,6.0999999999999996,55.9,3,0,Loose
Idaho,Boundary County|Idaho,2,0.238152,10865,49.2,5.2000000000000028,15.099999999999994,16.5,10.300000000000001,8.6,0,0,Loose
Idaho,Butte County|Idaho,2,0,2628,48.4,3.9000000000000057,10.799999999999997,15.7,7.2999999999999998,1.3,0,0,Loose
Idaho,Camas County|Idaho,2,0,1039,47.4,5.5,15.700000000000003,15.5,9.1999999999999993,1,0,0,Loose
Idaho,Canyon County|Idaho,2,0.801321,199040,50.5,6.0999999999999943,17.299999999999997,20.4,8.5,321.6,3,1,Loose
Idaho,Caribou County|Idaho,2,0.40112,6830,50.1,2.7999999999999972,11.299999999999997,7.8,6,3.9,0,0,Loose
Idaho,Cassia County|Idaho,2,0.484881,23342,49.3,4.5999999999999943,22,15.9,5.5999999999999996,8.9,1,1,Loose
Idaho,Clark County|Idaho,2,0,861,46.7,6.7000000000000028,29.900000000000006,14.9,6.4000000000000004,0.6,0,0,Loose
Idaho,Clearwater County|Idaho,2,0.41388,8604,45.4,5.7000000000000028,15.099999999999994,12.5,13.300000000000001,3.6,0,0,Loose
Idaho,Custer County|Idaho,2,0,4235,48.5,2.9000000000000057,10.400000000000006,16.1,7.4000000000000004,0.9,0,0,Loose
Idaho,Elmore County|Idaho,2,0.731156,26156,47.9,11.400000000000006,16,16.3,7.5999999999999996,8.8,0,0,Loose
Idaho,Franklin County|Idaho,2,0.338104,12849,49.4,2.7000000000000028,8,12.2,4.5999999999999996,19.3,0,0,Loose
Idaho,Fremont County|Idaho,2,0.279565,12912,47.6,3.5999999999999943,12.099999999999994,12.4,6.7000000000000002,7.1,0,0,Loose
Idaho,Gem County|Idaho,2,0.549794,16694,50.5,4.7000000000000028,13.700000000000003,18.2,9.4000000000000004,29.8,0,0,Loose
Idaho,Gooding County|Idaho,2,0.419167,15094,48.7,5.0999999999999943,25.400000000000006,20.8,5.2000000000000002,21.2,0,0,Loose
Idaho,Idaho County|Idaho,2,0.193644,16201,47.9,5.7999999999999972,11.099999999999994,17.5,9.5,1.9,0,0,Loose
Idaho,Jefferson County|Idaho,2,0.333894,26868,49.7,3.9000000000000057,10.599999999999994,13.1,6.0999999999999996,23.9,0,0,Loose
Idaho,Jerome County|Idaho,2,0.486815,22606,48.8,5.0999999999999943,29.799999999999997,18.3,6.5999999999999996,37.5,0,0,Loose
Idaho,Kootenai County|Idaho,2,0.757556,144357,50.7,5.0999999999999943,7.9000000000000057,13.4,8.5,111.3,5,2,Loose
Idaho,Latah County|Idaho,2,0.650091,38221,48.7,6.2999999999999972,4.7000000000000028,20.4,6.5999999999999996,34.6,0,0,Loose
Idaho,Lemhi County|Idaho,2,0.388609,7725,49,3.7999999999999972,9.5999999999999943,23.3,9.9000000000000004,1.7,0,0,Loose
Idaho,Lewis County|Idaho,2,0,3825,49.1,10.5,11.700000000000003,17.9,5.7000000000000002,8,0,0,Loose
Idaho,Lincoln County|Idaho,2,0,5307,48.7,4.2000000000000028,25.5,16.6,9.3000000000000007,4.3,0,0,Loose
Idaho,Madison County|Idaho,2,0.715367,37572,49.9,4.2000000000000028,5.0999999999999943,35.8,5,80,0,0,Loose
Idaho,Minidoka County|Idaho,2,0.557776,20310,49.6,5.2999999999999972,24.299999999999997,13.6,6.0999999999999996,26.5,0,0,Loose
Idaho,Nez Perce County|Idaho,2,0.808353,39938,50.5,9.7000000000000028,10,11.1,6.0999999999999996,46.3,0,0,Loose
Idaho,Oneida County|Idaho,2,0,4269,49.9,2.5,6.9000000000000057,16.1,4.2999999999999998,3.6,0,0,Loose
Idaho,Owyhee County|Idaho,2,0.227052,11423,49.2,8.0999999999999943,24.599999999999994,24.2,5,1.5,0,0,Loose
Idaho,Payette County|Idaho,2,0.57331,22591,50.6,5.5999999999999943,14.599999999999994,20,8.0999999999999996,55.6,0,0,Loose
Idaho,Power County|Idaho,2,0.574133,7694,49,6.5999999999999943,19.700000000000003,13.9,8.1999999999999993,5.6,0,0,Loose
Idaho,Shoshone County|Idaho,2,0.43964,12685,49.8,4.7999999999999972,15.200000000000003,17.4,11.9,4.9,0,0,Loose
Idaho,Teton County|Idaho,2,0,10301,48,2.9000000000000057,12.200000000000003,11.7,5.9000000000000004,22.6,0,0,Loose
Idaho,Twin Falls County|Idaho,2,0.720096,79839,50.6,5.2999999999999972,16.299999999999997,15,6.7000000000000002,40.2,1,1,Loose
Idaho,Valley County|Idaho,2,0,9586,48.3,3.4000000000000057,7.5999999999999943,9.5,11.699999999999999,2.7,0,0,Loose
Idaho,Washington County|Idaho,2,0.544322,9954,50,4.9000000000000057,18.200000000000003,15,8.4000000000000004,7,0,0,Loose
Illinois,Adams County|Illinois,35,0.674009,67046,51.3,6.2999999999999972,10.299999999999997,14.4,6,78.5,0,0,Moderate
Illinois,Alexander County|Illinois,35,0.381403,7643,49.5,39.399999999999999,25.400000000000006,31.6,11.199999999999999,35,0,0,Moderate
Illinois,Bond County|Illinois,35,0.392616,17461,47.5,9.0999999999999943,13.700000000000003,14.6,8.4000000000000004,46.7,0,0,Moderate
Illinois,Boone County|Illinois,35,0.806369,53910,50.2,6.7999999999999972,14.200000000000003,11.3,11.4,193,0,0,Moderate
Illinois,Brown County|Illinois,35,0.589304,6857,35.5,21.400000000000006,18.5,12.3,4.2999999999999998,22.7,0,0,Moderate
Illinois,Bureau County|Illinois,35,0.426096,34084,51,3.2000000000000028,10.799999999999997,11.6,9.1999999999999993,40.2,0,0,Moderate
Illinois,Calhoun County|Illinois,35,0,5042,49.7,1.2000000000000028,11,11.9,9.6999999999999993,20,0,0,Moderate
Illinois,Carroll County|Illinois,35,0.181257,14868,50.1,3.2999999999999972,11.099999999999994,13.7,8.5999999999999996,34.6,0,0,Moderate
Illinois,Cass County|Illinois,35,0.478669,13335,49.1,6.7999999999999972,14,14.8,7.7000000000000002,36.3,0,0,Moderate
Illinois,Champaign County|Illinois,35,0.872897,205761,50,25.5,6.4000000000000057,22.3,7.7000000000000002,201.8,0,0,Moderate
Illinois,Christian County|Illinois,35,0.565489,34171,49.1,3.5,11.799999999999997,14.9,8.9000000000000004,49.1,0,0,Moderate
Illinois,Clark County|Illinois,35,0.404591,16203,50.9,1.7999999999999972,10.5,12.3,9.9000000000000004,32.6,0,0,Moderate
Illinois,Clay County|Illinois,35,0.35266,13572,50.8,2.4000000000000057,12.299999999999997,15.6,10.199999999999999,29.5,0,0,Moderate
Illinois,Clinton County|Illinois,35,0.51242,37895,48.4,5.7000000000000028,11.299999999999997,8.9,7.2999999999999998,79.7,0,0,Moderate
Illinois,Coles County|Illinois,35,0.757114,53641,51.7,6.7999999999999972,10,22,8.3000000000000007,106,0,0,Moderate
Illinois,Cook County|Illinois,35,0.999547,5246635,51.5,34.099999999999994,15.5,16.9,9.5999999999999996,"5,495.1",421,345,Moderate
Illinois,Crawford County|Illinois,35,0.398345,19514,48.3,6.7000000000000028,10.799999999999997,14.4,8.6999999999999993,44.7,0,0,Moderate
Illinois,Cumberland County|Illinois,35,0,10871,50,2.2000000000000028,11.200000000000003,13.9,9,31.9,0,0,Moderate
Illinois,DeKalb County|Illinois,35,0.796948,104802,50.5,12.099999999999994,8.9000000000000057,19,8,166.6,0,0,Moderate
Illinois,De Witt County|Illinois,35,0.512469,16401,50.1,2.7000000000000028,7.4000000000000057,14,7.7999999999999998,41.7,0,0,Moderate
Illinois,Douglas County|Illinois,35,0.383634,19829,50.4,2.5,16.200000000000003,10.3,7.5,48,0,0,Moderate
Illinois,DuPage County|Illinois,35,0.999524,931522,50.9,18.299999999999997,7.9000000000000057,6.9,7.5999999999999996,"2,799.8",0,0,Moderate
Illinois,Edgar County|Illinois,35,0.481966,17958,51.5,1.7999999999999972,14,18.4,8.9000000000000004,29.8,0,0,Moderate
Illinois,Edwards County|Illinois,35,0,6678,51.2,2.2000000000000028,13.200000000000003,11.4,8,30.2,0,0,Moderate
Illinois,Effingham County|Illinois,35,0.403014,34306,50.2,1.9000000000000057,9.0999999999999943,9.1,6.7999999999999998,71.5,0,0,Moderate
Illinois,Fayette County|Illinois,35,0.330126,22037,47.3,6.2000000000000028,15.799999999999997,17,10.1,30.9,0,0,Moderate
Illinois,Ford County|Illinois,35,0.582203,13814,50.5,2.5999999999999943,11.400000000000006,10.5,8.3000000000000007,29,0,0,Moderate
Illinois,Franklin County|Illinois,35,0.514193,39572,50.9,2.5,12.900000000000006,19.1,10.800000000000001,96.8,0,0,Moderate
Illinois,Fulton County|Illinois,35,0.399741,36369,47.8,5.7000000000000028,13.599999999999994,13.3,9.4000000000000004,42.8,0,0,Moderate
Illinois,Gallatin County|Illinois,35,0,5401,51.4,2.5,18.700000000000003,17.2,8.3000000000000007,17.3,0,0,Moderate
Illinois,Greene County|Illinois,35,0.291517,13617,49.6,2.0999999999999943,11.400000000000006,13.2,8.5,25.6,0,0,Moderate
Illinois,Grundy County|Illinois,35,0.756247,50149,50.2,3.9000000000000057,8.2999999999999972,9,10.6,119.8,0,0,Moderate
Illinois,Hamilton County|Illinois,35,0.319026,8329,50.8,2.0999999999999943,16.200000000000003,17.1,7.5999999999999996,19.5,0,0,Moderate
Illinois,Hancock County|Illinois,35,0.290253,18531,50.7,1.7999999999999972,9.4000000000000057,13.6,8.9000000000000004,24.1,0,0,Moderate
Illinois,Hardin County|Illinois,35,0,4158,49.7,2.7000000000000028,16.799999999999997,23.6,10.5,24.3,0,0,Moderate
Illinois,Henderson County|Illinois,35,0.00341,6909,51.1,2.2000000000000028,11.599999999999994,11.3,8,19.3,0,0,Moderate
Illinois,Henry County|Illinois,35,0.497247,49750,50.2,4.0999999999999943,10.299999999999997,10.5,7.2000000000000002,61.3,0,0,Moderate
Illinois,Iroquois County|Illinois,35,0.28259,29017,51.2,3.0999999999999943,11.700000000000003,13.7,8.0999999999999996,26.6,0,0,Moderate
Illinois,Jackson County|Illinois,35,0.628334,59981,49.5,21.799999999999997,10.299999999999997,30.4,7.2999999999999998,103.1,0,0,Moderate
Illinois,Jasper County|Illinois,35,0.301402,9577,49.9,1.5,8.5,6.6,8.0999999999999996,19.6,0,0,Moderate
Illinois,Jefferson County|Illinois,35,0.41229,38721,48.6,11.700000000000003,13.200000000000003,16.5,8.1999999999999993,68,0,0,Moderate
Illinois,Jersey County|Illinois,35,0.394301,22638,51.1,2.5,11.700000000000003,7.6,8.6999999999999993,62.2,0,0,Moderate
Illinois,Jo Daviess County|Illinois,35,0.274098,22218,49.8,2.0999999999999943,8.0999999999999943,9.5,7.2000000000000002,37.7,0,0,Moderate
Illinois,Johnson County|Illinois,35,0,12648,44.2,9.9000000000000057,16.599999999999994,14.1,10,36.6,0,0,Moderate
Illinois,Kane County|Illinois,35,0.964417,524277,50.1,12.799999999999997,17.200000000000003,11.1,8.5999999999999996,990.8,0,0,Moderate
Illinois,Kankakee County|Illinois,35,0.755432,112193,50.9,18.700000000000003,13.599999999999994,16.4,10.800000000000001,167.7,0,0,Moderate
Illinois,Kendall County|Illinois,35,0.895804,119525,50.5,11.900000000000006,7.5,4.8,8.1999999999999993,358.2,0,0,Moderate
Illinois,Knox County|Illinois,35,0.756798,52235,49.7,11.400000000000006,14.099999999999994,16.7,8.0999999999999996,73.9,0,0,Moderate
Illinois,Lawrence County|Illinois,35,0.41983,16683,43.9,11.700000000000003,23.900000000000006,13.3,8.0999999999999996,45.2,0,0,Moderate
Illinois,Lee County|Illinois,35,0.467875,34881,47.3,7.7999999999999972,13.599999999999994,10.7,9,49.7,0,0,Moderate
Illinois,Livingston County|Illinois,35,0.591964,38243,49.8,7.5,13.900000000000006,10.3,7.9000000000000004,37.3,0,0,Moderate
Illinois,Logan County|Illinois,35,0.601353,29943,49.4,10.5,14.200000000000003,13.8,7.7999999999999998,49,0,0,Moderate
Illinois,McDonough County|Illinois,35,0.704955,32420,50.5,9.5999999999999943,8.2999999999999972,23.1,7.2000000000000002,55.3,0,0,Moderate
Illinois,McHenry County|Illinois,35,0.901215,307367,50.2,6,7.9000000000000057,7.7,8.8000000000000007,511.9,0,0,Moderate
Illinois,McLean County|Illinois,35,0.835032,174893,51.2,15.400000000000006,5.5999999999999943,14.2,6.7999999999999998,143.3,0,0,Moderate
Illinois,Macon County|Illinois,35,0.847384,109435,52,20.900000000000006,11.900000000000006,17.6,10.300000000000001,190.8,0,0,Moderate
Illinois,Macoupin County|Illinois,35,0.414864,46892,50.6,2.7999999999999972,10.900000000000006,12.4,9.3000000000000007,55.4,0,0,Moderate
Illinois,Madison County|Illinois,35,0.866593,267247,51.1,11.200000000000003,9.0999999999999943,14,8.5,376.3,0,0,Moderate
Illinois,Marion County|Illinois,35,0.549433,38646,51.1,6.5999999999999943,13.299999999999997,18.1,10.6,68.9,0,0,Moderate
Illinois,Marshall County|Illinois,35,0,12140,50.5,2.2999999999999972,9.2000000000000028,11,7.7000000000000002,32.7,0,0,Moderate
Illinois,Mason County|Illinois,35,0.225147,14187,50.7,2.4000000000000057,14.599999999999994,16.3,9.8000000000000007,27.2,0,0,Moderate
Illinois,Massac County|Illinois,35,0.494912,14980,52.4,8.5999999999999943,16.599999999999994,16.3,8.5999999999999996,65,0,0,Moderate
Illinois,Menard County|Illinois,35,0.243054,12608,51.4,2.9000000000000057,7.5,9.8,7.2000000000000002,40.4,0,0,Moderate
Illinois,Mercer County|Illinois,35,0.222405,16123,50.6,1.7000000000000028,9.5,10.1,8,29.3,0,0,Moderate
Illinois,Monroe County|Illinois,35,0.5864,33570,50.5,1.9000000000000057,7.2000000000000028,5.4,6.7999999999999998,85.6,0,0,Moderate
Illinois,Montgomery County|Illinois,35,0.583776,29671,47.7,4.7000000000000028,14.900000000000006,14.1,11.6,42.8,0,0,Moderate
Illinois,Morgan County|Illinois,35,0.637719,35038,49.6,8.7000000000000028,11.900000000000006,14.4,8.3000000000000007,62.5,0,0,Moderate
Illinois,Moultrie County|Illinois,35,0.307625,14903,51.3,1.7000000000000028,15,12.8,7,44.2,0,0,Moderate
Illinois,Ogle County|Illinois,35,0.529002,52377,50.4,3.2000000000000028,11.099999999999994,11.3,10.5,70.5,0,0,Moderate
Illinois,Peoria County|Illinois,35,0.853545,188529,51.5,24.900000000000006,10.099999999999994,17.2,8.1999999999999993,301.2,0,0,Moderate
Illinois,Perry County|Illinois,35,0.563579,21861,45.5,11.400000000000006,15.5,18.4,10.9,50.6,0,0,Moderate
Illinois,Piatt County|Illinois,35,0.323391,16440,50.2,2.2999999999999972,7.2999999999999972,6.2,7.7000000000000002,38.1,0,0,Moderate
Illinois,Pike County|Illinois,35,0.276932,16142,50,3.2000000000000028,13.900000000000006,16.6,7.2000000000000002,19.8,0,0,Moderate
Illinois,Pope County|Illinois,35,0,4332,47.6,8.5999999999999943,12.400000000000006,17,9.5,12.1,0,0,Moderate
Illinois,Pulaski County|Illinois,35,0,5904,52,35.599999999999994,19.799999999999997,18.8,9.9000000000000004,30.9,0,0,Moderate
Illinois,Putnam County|Illinois,35,0,5825,48.9,2.2000000000000028,11.200000000000003,14.2,9.8000000000000007,37.5,0,0,Moderate
Illinois,Randolph County|Illinois,35,0.573575,32915,45,11.799999999999997,17.799999999999997,12.4,8.1999999999999993,58.2,0,0,Moderate
Illinois,Richland County|Illinois,35,0.56533,16068,50.8,2.9000000000000057,9.4000000000000057,14.2,9,45.1,0,0,Moderate
Illinois,Rock Island County|Illinois,35,0.8908,146804,50.8,15,12.599999999999994,13.3,7.5,345,0,0,Moderate
Illinois,St. Clair County|Illinois,35,0.902454,267065,51.7,34.299999999999997,10.5,17.6,9.5,410.6,0,0,Moderate
Illinois,Saline County|Illinois,35,0.56336,24892,50.8,6.9000000000000057,15.099999999999994,19.1,8.5,65.6,0,0,Moderate
Illinois,Sangamon County|Illinois,35,0.858734,199037,52.1,16.599999999999994,8,14.2,7.2999999999999998,227.4,0,0,Moderate
Illinois,Schuyler County|Illinois,35,0.423648,7425,47,4.4000000000000057,11.099999999999994,15.9,6.7999999999999998,17.3,0,0,Moderate
Illinois,Scott County|Illinois,35,0,5234,51.3,1.7999999999999972,10.200000000000003,12.3,9.1999999999999993,21.3,0,0,Moderate
Illinois,Shelby County|Illinois,35,0.222689,22164,50.4,1.5,10.200000000000003,11.8,8.6999999999999993,29.5,0,0,Moderate
Illinois,Stark County|Illinois,35,0,5883,50.3,2.5999999999999943,12.099999999999994,11.1,8.5999999999999996,20.8,0,0,Moderate
Illinois,Stephenson County|Illinois,35,0.599065,46782,51.7,13,10.5,15.9,9.0999999999999996,84.5,0,0,Moderate
Illinois,Tazewell County|Illinois,35,0.795818,136372,50.6,3.7000000000000028,8.2999999999999972,9.1,7.4000000000000004,208.6,0,0,Moderate
Illinois,Union County|Illinois,35,0.341307,17559,50,3.7000000000000028,16.099999999999994,19.5,10.6,43.1,0,0,Moderate
Illinois,Vermilion County|Illinois,35,0.687436,80418,50.3,16.700000000000003,14.299999999999997,19.6,9.5999999999999996,90.9,0,0,Moderate
Illinois,Wabash County|Illinois,35,0.611032,11624,50.9,3,10.700000000000003,12.7,7.9000000000000004,53.5,0,0,Moderate
Illinois,Warren County|Illinois,35,0.545208,17704,51.3,5.7999999999999972,12.200000000000003,15.8,7.2999999999999998,32.6,0,0,Moderate
Illinois,Washington County|Illinois,35,0.263523,14404,49.8,2.2000000000000028,10.299999999999997,10.2,6.7000000000000002,26.2,0,0,Moderate
Illinois,Wayne County|Illinois,35,0.300656,16616,50.8,2.2000000000000028,13.599999999999994,14.7,8,23.5,0,0,Moderate
Illinois,White County|Illinois,35,0.37968,14526,51.5,2.0999999999999943,14.599999999999994,15.6,7.5,29.6,0,0,Moderate
Illinois,Whiteside County|Illinois,35,0.626568,57274,50.7,4.2000000000000028,12.599999999999994,12,9,85.5,0,0,Moderate
Illinois,Will County|Illinois,35,0.960706,683708,50.3,19,9.5,8,9.5,809.6,0,0,Moderate
Illinois,Williamson County|Illinois,35,0.652019,67088,50.4,7.2000000000000028,11.099999999999994,15.6,8.0999999999999996,157.9,0,0,Moderate
Illinois,Winnebago County|Illinois,35,0.920858,290845,51.2,18.299999999999997,13.799999999999997,17.5,11.1,575.2,21,13,Moderate
Illinois,Woodford County|Illinois,35,0.451143,39155,50.4,2.5,7,8.8,6.2999999999999998,73.3,0,0,Moderate
