"Weekly Lyme Disease Cases, 2006-2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data provided by Project Tycho, Data Version 1.0.0, released 28 November 2013.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YEAR,WEEK,ALABAMA,ALASKA,AMERICAN SAMOA,ARIZONA,ARKANSAS,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,DISTRICT OF COLUMBIA,FLORIDA,GEORGIA,GUAM,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MICHIGAN,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW HAMPSHIRE,NEW JERSEY,NEW MEXICO,NEW YORK,NEW YORK CITY,NORTH CAROLINA,NORTH DAKOTA,NORTHERN MARIANA ISLANDS,OHIO,OKLAHOMA,OREGON,PAC TRUST TERR,PENNSYLVANIA,PUERTO RICO,RHODE ISLAND,SOUTH CAROLINA,SOUTH DAKOTA,TENNESSEE,TEXAS,UPSTATE NEW YORK,UTAH,VERMONT,VIRGIN ISLANDS,VIRGINIA,WASHINGTON,WEST VIRGINIA,WISCONSIN,WYOMING
2011,47,-,-,-,-,-,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,76,-,3,-,-,-,-,46,-,1,-,4,-,-,-,-
2011,48,1,-,-,-,-,2,-,-,2,-,7,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,-,89,-,-,-,-,-,-,93,-,3,-,3,2,-,-,-
2011,49,1,-,-,-,-,1,-,-,4,-,7,-,-,-,-,-,-,-,-,-,-,1,17,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,90,-,-,-,-,-,-,62,-,-,-,13,-,-,-,1
2011,50,1,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,9,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94,-,-,-,-,-,2,56,-,1,-,4,2,-,-,-
2011,51,-,-,-,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,1,-,-,4,-,-,-,-,-,-,-,-,-,58,-,-,-,-,-,-,-,-,-,-,84,-,-,-,-,1,2,52,-,1,-,7,1,6,-,-
2011,52,-,-,-,-,-,2,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,10,-,3,-,-,1,-,34,-,-,-,3,-,4,-,-
2012,1,-,-,-,-,-,-,-,-,1,1,3,-,-,-,1,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,2,-,-,-,15,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-
2012,2,-,-,-,-,-,3,-,-,5,-,1,-,-,-,-,-,-,-,-,-,-,-,6,-,1,-,-,-,-,-,-,-,81,-,-,-,-,-,-,1,-,-,-,13,-,-,-,-,-,-,4,-,1,-,1,-,2,-,-
2012,3,-,-,-,-,-,7,-,-,2,-,4,1,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,58,-,-,-,-,-,-,1,-,-,-,20,-,-,-,-,-,-,9,-,1,-,3,-,4,-,-
2012,4,-,-,-,-,-,-,-,-,2,-,6,-,-,-,-,-,-,-,-,-,-,-,6,-,1,-,-,-,-,-,-,-,58,-,-,-,-,-,-,1,-,-,-,23,-,-,1,-,-,-,14,-,1,-,6,-,-,-,-
2012,5,-,-,-,-,-,-,-,-,3,-,1,1,-,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,39,-,-,-,1,-,-,-,-,-,-,18,-,1,-,-,-,-,21,-,-,-,3,-,-,-,1
2012,6,-,-,-,-,-,-,-,-,3,-,2,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,1,29,-,-,-,4,-,-,-,-
2012,7,-,1,-,-,-,1,-,-,3,-,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,10,-,1,-,7,-,-,-,-
2012,8,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,1,-,44,-,-,-,-,-,-,1,-,-,-,12,-,-,-,-,-,-,17,-,-,-,3,-,-,-,-
2012,9,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,1,26,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,22,-,1,-,-,-,-,-,-
2012,10,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,63,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,22,-,-,-,2,-,1,-,-
2012,11,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,1,20,-,-,-,3,-,-,-,-
2012,12,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,1,7,2,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,15,-,1,-,-,-,-,18,-,-,-,9,-,-,-,-
2012,13,-,-,-,-,-,-,-,-,3,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,1,43,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,25,-,-,-,2,-,-,1,-
2012,14,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,1,-,-,7,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-
2012,15,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,1,2,-,2,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,28,-,-,-,3,-,-,-,-
2012,16,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,44,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,1,-,-,-,30,-,-,-,-,1,-,25,-,1,-,5,-,-,-,-
2012,17,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,48,-,-,-,3,-,-,-,-,-,-,20,-,1,-,-,-,-,37,-,1,-,4,-,-,-,-
2012,18,-,-,-,-,-,-,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,1,15,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-,-,-,33,-,3,-,-,-,-,25,-,4,-,5,-,-,-,-
2012,19,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,56,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,1,-,-,-,28,-,1,-,-,1,-,41,-,3,-,6,1,-,-,-
2012,20,-,-,-,-,-,-,-,1,2,-,1,1,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,23,-,3,-,-,-,-,29,-,4,-,6,-,-,-,-
2012,21,-,-,-,-,-,-,-,-,2,-,6,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,1,-,1,-,-,-,-,-,-,5,-,-,-,-,1,-,31,-,-,-,-,-,-,37,-,7,-,10,-,-,-,1
2012,22,-,-,-,-,-,-,-,-,7,-,2,-,-,-,-,-,-,-,-,-,-,-,10,-,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,40,-,7,-,16,1,-,1,-
2012,23,-,-,-,-,-,-,-,3,6,-,4,-,-,-,-,-,-,-,-,-,-,1,20,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,39,-,7,-,9,-,-,-,-
2012,24,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,1,-,-,-,61,-,-,-,-,1,-,43,-,4,-,18,2,-,-,-
2012,25,-,-,-,-,-,-,-,1,-,-,5,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76,-,4,-,-,-,-,-,-,9,-,31,-,-,-,-
2012,26,1,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,1,-,70,-,-,-,-,-,-,90,-,4,-,13,-,-,2,-
2012,27,-,-,-,-,-,-,-,-,6,-,3,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,-,8,-,-,3,-,63,-,5,-,22,-,-,-,-
2012,28,-,-,-,-,-,1,-,6,9,-,3,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,79,-,-,-,-,-,-,109,-,7,-,18,-,-,-,-
2012,29,-,-,-,-,-,-,-,-,8,-,2,-,-,-,-,-,-,-,-,-,-,2,30,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,87,-,-,-,-,1,1,89,-,6,-,12,-,-,1,-
2012,30,1,-,-,-,-,-,-,1,9,-,3,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,3,-,-,-,67,-,-,-,-,-,-,107,-,9,-,29,4,-,-,-
2012,31,-,-,-,-,-,1,-,-,6,-,2,-,-,-,-,-,-,-,-,-,-,2,14,-,2,-,-,-,-,1,-,-,-,-,-,-,6,-,-,3,-,-,-,96,-,-,-,-,-,-,90,-,6,-,16,-,4,-,-
2012,32,-,-,-,-,-,-,-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,5,-,-,-,73,-,2,-,-,-,1,110,-,12,-,10,-,-,-,-
2012,33,-,-,-,-,-,-,-,-,1,-,5,-,-,-,-,-,-,-,-,-,-,-,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,60,-,-,-,-,1,-,156,-,2,-,-,-,-,-,-
2012,34,-,-,-,-,-,1,-,1,5,-,1,-,-,-,1,-,-,-,-,-,-,-,9,-,2,-,-,-,-,-,-,-,-,-,-,-,9,-,-,1,-,-,-,44,-,-,-,-,-,-,74,-,2,-,13,-,-,-,-
2012,35,-,-,-,-,-,1,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,60,-,-,-,-,-,-,59,-,1,-,6,1,-,-,-
2012,36,-,-,-,-,-,-,-,1,-,-,2,1,-,-,-,-,-,-,-,-,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,35,-,-,-,-,-,-,53,-,-,-,2,-,1,-,-
2012,37,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,1,18,-,-,-,-,1,-,1,-,-,2,-,-,-,-,-,-,2,-,-,-,38,-,3,-,-,-,2,67,-,4,-,10,1,-,-,-
2012,38,-,-,-,-,-,-,-,1,5,-,4,-,-,-,-,-,-,-,-,-,-,-,6,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,44,-,-,-,-,2,-,82,-,-,-,24,2,-,-,-
2012,39,-,-,-,-,-,1,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,3,25,-,-,-,-,-,-,-,-,1,-,-,-,-,11,-,-,-,-,-,-,32,-,-,-,-,-,-,72,-,5,-,7,-,-,-,-
2012,40,-,-,-,-,-,3,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,1,16,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,37,-,-,-,-,-,-,53,-,2,-,33,-,-,-,-
2012,41,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,6,-,-,-,-,-,-,-,-,1,-,-,-,-,3,-,-,1,-,-,-,21,-,-,-,-,-,-,37,-,-,-,1,-,-,-,1
2012,42,-,-,-,-,-,-,-,1,1,-,5,-,-,-,-,-,-,-,-,-,-,2,8,2,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,29,-,-,-,-,-,-,54,-,-,-,12,-,-,-,-
2012,43,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,1,-,-,-,-,-,-,-,-,1,-,74,-,2,-,3,-,-,-,-
2012,44,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,17,-,-,-,-,1,-,61,-,2,-,8,-,-,-,-
2012,45,1,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,12,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,36,-,1,-,9,2,1,-,-
2012,46,-,1,-,-,-,-,-,-,2,-,3,-,-,-,-,-,-,-,-,-,-,-,5,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,24,-,-,-,-,-,-,32,-,-,-,5,-,-,-,-
2012,47,-,-,-,-,-,-,-,-,6,-,2,-,-,-,1,-,-,-,-,-,-,3,42,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,10,-,-,-,7,-,-,-,-
2012,48,-,-,-,-,-,-,-,1,4,-,6,-,-,-,-,-,-,-,-,-,-,1,78,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,1,58,-,3,-,13,-,-,-,-
2012,49,-,-,-,-,-,-,-,-,8,-,4,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,61,-,4,-,13,-,-,-,-
2012,50,-,-,-,-,-,-,-,-,3,-,2,-,-,-,-,-,-,-,-,-,-,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,22,-,-,-,-,-,2,47,-,1,-,6,-,-,-,-
2012,51,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,54,-,1,-,12,-,-,-,-
2012,52,-,-,-,-,-,-,-,1,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,12,-,-,-,-,-,-,26,-,-,-,7,-,-,1,-
2013,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,25,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,1,-,-,-,2,-,-,-,-
2013,2,-,-,-,-,-,-,-,-,5,-,1,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,4,-,-,-,2,-,-,-,-
2013,3,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,12,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,8,-,1,-,-,-,1,-,-
2013,4,-,-,-,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,15,-,-,-,-,-,-,6,-,-,-,1,-,-,-,-
2013,5,-,-,-,-,-,-,-,-,2,-,1,1,-,-,3,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-
2013,6,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,6,-,-,-,-,-,-,13,-,1,-,1,-,-,-,-
2013,7,-,-,-,-,-,1,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,15,-,-,-,5,-,-,-,-
2013,8,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,1,-,-,-,9,-,-,-,-,-,-,9,-,-,-,4,-,-,-,-
2013,9,-,-,-,-,-,-,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,14,-,-,-,-,-,-,11,-,-,-,16,-,1,-,-
2013,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,6,-,-,-,-,-,-,16,-,-,-,1,-,-,-,-
2013,11,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-
2013,12,-,-,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,10,-,-,-,-,-,-,5,-,-,-,3,-,-,-,-
2013,13,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,6,-,-,-,-,-,-,17,-,-,-,6,1,-,-,-
2013,14,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,3,-,-,2,-,-,-,18,-,-,-,-,-,-,21,-,-,-,2,-,-,-,-
2013,15,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,5,-,-,-,-,16,-,-,-,8,-,-,-,-
2013,16,-,-,-,-,-,-,-,-,4,-,3,-,-,-,-,-,-,-,-,-,-,1,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,12,-,-,-,7,-,-,-,-
2013,17,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,1,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,17,-,2,-,6,-,-,-,-
2013,18,-,-,-,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,41,-,-,-,-,-,-,26,-,2,-,10,-,-,1,-
2013,19,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,2,15,-,-,-,20,-,-,-,-
2013,20,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,9,1,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,16,-,-,-,-,-,-,36,-,-,-,6,-,-,-,-
2013,21,1,-,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,18,-,-,-,-,-,-,26,-,1,-,7,-,-,-,-
2013,22,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,9,-,1,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,24,-,3,-,6,-,-,3,-
2013,23,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,46,-,-,-,-,-,-,39,-,5,-,12,-,-,2,-
2013,24,-,-,-,-,-,-,-,1,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,92,-,-,2,-,-,2,-,-,10,-,18,1,-,1,-
2013,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,3,-,1,-,106,-,-,-,-,-,-,76,-,15,-,-,1,-,4,-
2013,26,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,26,-,-,2,-,-,-,107,-,-,1,-,-,-,108,-,14,-,-,-,-,8,-
2013,27,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,10,-,3,-,-,-,-,2,-,-,1,-,-,-,2,-,-,1,-,-,-,96,-,15,-,-,-,-,108,-,20,-,-,2,1,2,-
2013,28,-,-,-,-,-,-,-,-,4,-,5,-,-,-,2,-,-,-,-,-,-,3,26,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,3,-,-,-,170,-,-,-,-,1,1,163,-,25,-,39,1,-,9,-
2013,29,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,2,7,-,1,-,-,-,-,1,1,-,3,-,-,-,1,-,-,4,-,1,-,158,-,-,-,-,1,1,210,-,17,-,26,-,-,5,-
2013,30,1,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,1,-,-,34,-,3,-,-,-,2,2,-,1,-,-,-,-,9,-,-,3,-,3,-,188,-,-,-,-,-,1,240,-,26,-,24,-,-,3,-
2013,31,1,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,21,-,1,-,-,-,-,1,1,-,2,-,-,-,2,-,-,2,-,-,-,152,-,-,-,-,-,-,261,-,35,-,23,-,-,-,1
2013,32,-,-,-,-,-,-,-,-,2,-,4,-,-,-,-,-,-,-,-,-,-,-,18,4,-,-,-,-,-,2,-,4,-,-,-,-,-,-,-,3,-,-,-,144,-,-,-,-,-,1,240,-,15,-,18,1,-,-,1
2013,33,-,-,-,-,-,-,-,-,4,-,6,-,-,-,1,-,-,-,-,-,-,3,8,3,-,-,-,1,-,3,-,-,-,-,-,-,2,-,-,3,-,-,-,126,-,-,-,-,-,-,-,-,20,-,17,1,-,1,-
2013,34,-,-,-,-,-,-,-,4,7,-,4,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,8,-,-,2,-,-,-,99,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
2013,35,-,1,-,-,-,1,-,3,1,-,8,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,88,-,-,-,-,-,-,-,-,10,-,-,-,-,1,-
2013,36,2,-,-,-,-,-,-,1,6,-,7,-,-,-,-,-,-,-,-,1,-,-,10,-,-,-,-,-,-,-,-,-,1,-,-,-,11,-,-,3,-,-,-,48,-,-,-,-,-,-,-,-,12,-,6,-,-,-,-
2013,37,-,-,-,-,-,-,-,1,6,-,9,-,-,-,-,-,-,-,-,-,-,-,3,-,3,-,-,2,-,-,-,-,-,-,-,-,4,-,-,3,-,-,-,51,-,-,-,-,-,-,-,-,2,-,4,1,-,-,-
2013,38,-,-,-,-,-,-,-,2,7,-,7,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,1,-,43,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
2013,39,-,2,-,-,-,-,-,1,3,-,5,-,-,-,-,-,-,-,-,-,-,1,9,-,1,-,-,-,-,2,1,-,-,-,-,-,5,-,-,2,-,-,-,51,-,2,-,-,-,-,-,-,15,-,15,2,1,-,-
2013,40,1,-,-,-,-,-,-,2,2,-,4,-,-,-,-,-,-,-,-,-,-,2,7,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,-,-,35,-,-,1,-,-,-,-,-,7,-,23,1,1,1,-
2013,41,-,-,-,-,-,-,-,3,2,-,3,-,-,-,-,-,-,-,-,-,-,-,10,-,1,-,-,-,-,-,-,-,-,-,-,-,8,-,-,5,-,-,-,25,-,-,-,-,1,-,-,-,11,-,24,-,-,-,-
2013,42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,1,-,-,-,2,1,-,-,3,-,-,-,3,-,-,-,-,-,-,36,-,-,-,-,2,-,-,-,1,-,7,-,-,-,-
2013,43,-,-,-,-,-,-,-,-,4,-,1,-,-,-,-,-,-,-,-,-,-,3,9,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,34,-,16,-,-,-,-,-,-,12,-,9,1,-,2,-
2013,44,-,1,-,-,-,-,-,-,8,-,6,-,-,-,-,-,-,-,-,-,-,1,9,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,4,-,-,-,2,-,21,-,-,-,-
2013,45,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,1,2,-,-,1,-,-,-,-,-,-,-,-,1,-,23,-,-,-,-,-,-,-,-,3,-,16,-,-,-,-
2013,46,-,-,-,-,-,-,-,-,6,-,3,-,-,-,-,-,-,-,-,-,-,1,9,1,-,-,-,-,-,-,2,-,-,-,-,-,7,-,-,-,-,-,-,25,-,-,-,-,1,-,-,-,3,-,17,1,-,-,-
2013,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,9,-,-,-,-,-,1,2,-,-,1,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,3,-,11,-,-,-,-
2013,48,-,2,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,4,-,4,-,-,-,-
2013,49,-,-,-,-,-,-,-,-,3,-,5,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,5,-,-,-,23,-,6,-,-,-,-,-,-,-,-,7,-,1,-,-
2013,50,-,-,-,-,-,-,-,-,2,-,4,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,9,-,-,-,-,-,-,1,-,16,-,-,-,-
